Unique ID,Airline,Airline ID,Source Airport ID,Source Airport,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Source Airport Timezone,Destination Airport ID,Destination Airport,Destination Airport Name,Destination Airport City,Destination Airport Country,Destination Airport Latitude,Destination Airport Longitude,Destination Airport Timezone,Codeshare,Stops,Equipment
828,AA,24,2564,GRU,Guarulhos - Governador AndrÃ© Franco Montoro International Airport,Sao Paulo,Brazil,-23.43555641,-46.47305679,-3,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,,0,77W 777 773
829,AA,24,2564,GRU,Guarulhos - Governador AndrÃ© Franco Montoro International Airport,Sao Paulo,Brazil,-23.43555641,-46.47305679,-3,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,777
830,AA,24,2564,GRU,Guarulhos - Governador AndrÃ© Franco Montoro International Airport,Sao Paulo,Brazil,-23.43555641,-46.47305679,-3,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,,0,320
831,AA,24,2564,GRU,Guarulhos - Governador AndrÃ© Franco Montoro International Airport,Sao Paulo,Brazil,-23.43555641,-46.47305679,-3,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,773 777
832,AA,24,4008,GSO,Piedmont Triad International Airport,Greensboro,United States,36.09780121,-79.93730164,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,DH8
833,AA,24,4008,GSO,Piedmont Triad International Airport,Greensboro,United States,36.09780121,-79.93730164,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ
834,AA,24,4008,GSO,Piedmont Triad International Airport,Greensboro,United States,36.09780121,-79.93730164,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,ER4
835,AA,24,4008,GSO,Piedmont Triad International Airport,Greensboro,United States,36.09780121,-79.93730164,-5,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,Y,0,ERD
836,AA,24,4008,GSO,Piedmont Triad International Airport,Greensboro,United States,36.09780121,-79.93730164,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,Y,0,ER4
837,AA,24,4008,GSO,Piedmont Triad International Airport,Greensboro,United States,36.09780121,-79.93730164,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,Y,0,E75 CRJ E70
838,AA,24,4034,GSP,Greenville Spartanburg International Airport,Greenville,United States,34.89569855,-82.21890259,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,DH3 DH8
839,AA,24,4034,GSP,Greenville Spartanburg International Airport,Greenville,United States,34.89569855,-82.21890259,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ
840,AA,24,4034,GSP,Greenville Spartanburg International Airport,Greenville,United States,34.89569855,-82.21890259,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,ER4
841,AA,24,4034,GSP,Greenville Spartanburg International Airport,Greenville,United States,34.89569855,-82.21890259,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,Y,0,CRJ
842,AA,24,1767,GUA,La Aurora Airport,Guatemala City,Guatemala,14.5833,-90.527496,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,738
843,AA,24,1767,GUA,La Aurora Airport,Guatemala City,Guatemala,14.5833,-90.527496,-6,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,738
844,AA,24,1665,GVA,Geneva Cointrin International Airport,Geneva,Switzerland,46.23809814,6.108950138,1,507,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,0,Y,0,320 319 321
845,AA,24,2673,GYE,JosÃ© JoaquÃ­n de Olmedo International Airport,Guayaquil,Ecuador,-2.15741992,-79.88359833,-5,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,Y,0,763
846,AA,24,2673,GYE,JosÃ© JoaquÃ­n de Olmedo International Airport,Guayaquil,Ecuador,-2.15741992,-79.88359833,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,738 763 757
847,AA,24,2673,GYE,JosÃ© JoaquÃ­n de Olmedo International Airport,Guayaquil,Ecuador,-2.15741992,-79.88359833,-5,6045,SCY,San CristÃ³bal Airport,San CristÃ³bal,Ecuador,-0.910206,-89.617401,-6,Y,0,319
848,AA,24,2673,GYE,JosÃ© JoaquÃ­n de Olmedo International Airport,Guayaquil,Ecuador,-2.15741992,-79.88359833,-5,2688,UIO,Mariscal Sucre International Airport,Quito,Ecuador,-0.129166667,-78.3575,-5,Y,0,319
849,AA,24,352,HAJ,Hannover Airport,Hannover,Germany,52.46110153,9.685079575,1,507,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,0,Y,0,319
850,AA,24,342,HAM,Hamburg Airport,Hamburg,Germany,53.63040161,9.988229752,1,507,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,0,Y,0,320 319 321
851,AA,24,3199,HAN,Noi Bai International Airport,Hanoi,Vietnam,21.22120094,105.8069992,7,2279,NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,9,,0,763
852,AA,24,421,HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.31719971,24.9633007,2,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,Y,0,330
853,AA,24,421,HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.31719971,24.9633007,2,507,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,0,Y,0,320
854,AA,24,421,HEL,Helsinki Vantaa Airport,Helsinki,Finland,60.31719971,24.9633007,2,478,MAN,Manchester Airport,Manchester,United Kingdom,53.35369873,-2.274950027,0,Y,0,E70
855,AA,24,8314,HHH,Hilton Head Airport,Hilton Head Island,United States,32.22439957,-80.69750214,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,DH3
856,AA,24,8314,HHH,Hilton Head Airport,Hilton Head Island,United States,32.22439957,-80.69750214,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,,0,DH3
857,AA,24,3077,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,8,3494,EWR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,-5,Y,0,773
858,AA,24,3077,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,8,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,Y,0,773
859,AA,24,3077,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,Y,0,773
860,AA,24,3077,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,8,2279,NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,9,,0,763
861,AA,24,3077,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,8,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,773
862,AA,24,3077,HKG,Hong Kong International Airport,Hong Kong,Hong Kong,22.308901,113.915001,8,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,Y,0,773 744
863,AA,24,1807,HMO,General Ignacio P. Garcia International Airport,Hermosillo,Mexico,29.09589958,-111.0479965,-7,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,Y,0,CRJ
864,AA,24,2359,HND,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999,9,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,,0,777
865,AA,24,2359,HND,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999,9,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,,0,787
866,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,763
867,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,2359,HND,Tokyo Haneda International Airport,Tokyo,Japan,35.552299,139.779999,9,,0,777
868,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,3992,KIX,Kansai International Airport,Osaka,Japan,34.4272995,135.2440033,9,,0,777
869,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,757
870,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,3942,NGO,Chubu Centrair International Airport,Nagoya,Japan,34.85839844,136.8049927,9,,0,777
871,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,2279,NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,9,,0,787 777
872,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,3453,OAK,Metropolitan Oakland International Airport,Oakland,United States,37.721298,-122.221001,-8,Y,0,737
873,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,757
874,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,Y,0,737
875,AA,24,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,3361,SYD,Sydney Kingsford Smith International Airport,Sydney,Australia,-33.94609833,151.177002,10,Y,0,763
876,AA,24,3566,HOU,William P Hobby Airport,Houston,United States,29.64539909,-95.27890015,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M83 M80
877,AA,24,3589,HPN,Westchester County Airport,White Plains,United States,41.06700134,-73.70760345,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,Y,0,CRJ
878,AA,24,3589,HPN,Westchester County Airport,White Plains,United States,41.06700134,-73.70760345,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ
879,AA,24,3589,HPN,Westchester County Airport,White Plains,United States,41.06700134,-73.70760345,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,ERD
880,AA,24,3589,HPN,Westchester County Airport,White Plains,United States,41.06700134,-73.70760345,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
881,AA,24,4113,HSV,Huntsville International Carl T Jones Field,Huntsville,United States,34.6371994,-86.77510071,-6,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,Y,0,CR7 CRJ
882,AA,24,4113,HSV,Huntsville International Carl T Jones Field,Huntsville,United States,34.6371994,-86.77510071,-6,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,E70 CRJ
883,AA,24,4113,HSV,Huntsville International Carl T Jones Field,Huntsville,United States,34.6371994,-86.77510071,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,319
884,AA,24,4113,HSV,Huntsville International Carl T Jones Field,Huntsville,United States,34.6371994,-86.77510071,-6,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,ER4
885,AA,24,5742,HTS,Tri-State/Milton J. Ferguson Field,Huntington,United States,38.36669922,-82.55799866,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,DH3 DH8
886,AA,24,4006,HVN,Tweed New Haven Airport,New Haven,United States,41.26369858,-72.88680267,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
887,AA,24,3714,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,-5,2179,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016,4,Y,0,340
888,AA,24,3714,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,CR7 CR9
889,AA,24,3714,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,738 M80
890,AA,24,3714,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,-5,11051,DOH,Hamad International Airport,Doha,Qatar,25.273056,51.608056,3,,0,777
891,AA,24,3714,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,-5,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,738
892,AA,24,3714,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,-5,507,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,0,Y,0,744 777
893,AA,24,3714,IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,738
894,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,321 737 319 320
895,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M80 M83
896,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,11051,DOH,Hamad International Airport,Doha,Qatar,25.273056,51.608056,3,,0,777
897,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,Y,0,CR7
898,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,507,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,0,Y,0,744 777
899,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,738
900,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,CR7
901,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,E90
902,AA,24,3550,IAH,George Bush Intercontinental Houston Airport,Houston,United States,29.9843998,-95.34140015,-6,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,319 320
903,AA,24,3930,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,9,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,777
904,AA,24,3930,ICN,Incheon International Airport,Seoul,South Korea,37.46910095,126.4509964,9,2279,NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,9,,0,737
905,AA,24,3457,ICT,Wichita Eisenhower National Airport,Wichita,United States,37.649899,-97.433098,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,319
906,AA,24,3457,ICT,Wichita Eisenhower National Airport,Wichita,United States,37.649899,-97.433098,-6,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,CRJ
907,AA,24,3845,ILM,Wilmington International Airport,Wilmington,United States,34.27059937,-77.90260315,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,319 CR9
908,AA,24,3845,ILM,Wilmington International Airport,Wilmington,United States,34.27059937,-77.90260315,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ
909,AA,24,3845,ILM,Wilmington International Airport,Wilmington,United States,34.27059937,-77.90260315,-5,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,Y,0,ERD
910,AA,24,3845,ILM,Wilmington International Airport,Wilmington,United States,34.27059937,-77.90260315,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,Y,0,CRJ E75
911,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,319
912,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,E70 E75 CRJ
913,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M80 M83
914,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,Y,0,ER4
915,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,738
916,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,Y,0,ER4
917,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,E75 ER4 ERD CR7
918,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,E90
919,AA,24,3585,IND,Indianapolis International Airport,Indianapolis,United States,39.7173,-86.294403,-5,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,320 319
920,AA,24,3584,IPT,Williamsport Regional Airport,Williamsport,United States,41.2417984,-76.9210968,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
921,AA,24,2223,ISB,Benazir Bhutto International Airport,Islamabad,Pakistan,33.616699,73.099197,5,2179,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016,4,Y,0,320 332
922,AA,24,3857,ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ
923,AA,24,3857,ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
924,AA,24,1701,IST,AtatÃ¼rk International Airport,Istanbul,Turkey,40.976898,28.8146,3,507,LHR,London Heathrow Airport,London,United Kingdom,51.4706,-0.461941,0,Y,0,320
925,AA,24,3947,ITH,Ithaca Tompkins Regional Airport,Ithaca,United States,42.49100113,-76.45839691,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
926,AA,24,2334,ITM,Osaka International Airport,Osaka,Japan,34.78549957,135.4380035,9,2279,NRT,Narita International Airport,Tokyo,Japan,35.76470184,140.3860016,9,,0,773 737
927,AA,24,3580,JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,32.31119919,-90.07589722,-6,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,Y,0,CRJ CR7
928,AA,24,3580,JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,32.31119919,-90.07589722,-6,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ
929,AA,24,3580,JAN,Jackson-Medgar Wiley Evers International Airport,Jackson,United States,32.31119919,-90.07589722,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,ER4 ERD
930,AA,24,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,319 737
931,AA,24,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,E75 CRJ E70
932,AA,24,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M83 M80
933,AA,24,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,Y,0,ER4 ERD
934,AA,24,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,ER4 CR7
935,AA,24,3712,JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,E90
936,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2170,AMM,Queen Alia International Airport,Amman,Jordan,31.72260094,35.99319839,2,Y,0,340 330
937,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2874,ANU,V.C. Bird International Airport,Antigua,Antigua and Barbuda,17.1367,-61.792702,-4,,0,738
938,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2179,AUH,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,24.43300056,54.65110016,4,Y,0,777
939,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3673,AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899,-6,,0,738
940,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1218,BCN,Barcelona International Airport,Barcelona,Spain,41.2971,2.07846,1,,0,763
941,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,4069,BDA,L.F. Wade International International Airport,Bermuda,Bermuda,32.36399841,-64.67870331,-4,,0,738
942,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3690,BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,-6,Y,0,ER4
943,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,,0,738
944,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3849,BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,-5,Y,0,ER4
945,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2851,CCS,SimÃ³n BolÃ­var International Airport,Caracas,Venezuela,10.601194,-66.991222,-4,,0,757 738
946,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1382,CDG,Charles de Gaulle International Airport,Paris,France,49.012798,2.55,1,,0,763 757
947,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3486,CLE,Cleveland Hopkins International Airport,Cleveland,United States,41.4117012,-81.84980011,-5,Y,0,ER4
948,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,321 319
949,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3759,CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899,-5,Y,0,ER4 CR7
950,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1852,CUN,CancÃºn International Airport,Cancun,Mexico,21.03650093,-86.87709808,-5,,0,738
951,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3488,CVG,Cincinnati Northern Kentucky International Airport,Cincinnati,United States,39.04880142,-84.6678009,-5,Y,0,ER4
952,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,,0,738
953,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,738 757
954,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,11051,DOH,Hamad International Airport,Doha,Qatar,25.273056,51.608056,3,,0,777
955,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,599,DUB,Dublin Airport,Dublin,Ireland,53.421299,-6.27007,0,,0,757
956,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,345,DUS,DÃ¼sseldorf Airport,Duesseldorf,Germany,51.289501,6.76678,1,Y,0,330
957,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,3988,EZE,Ministro Pistarini International Airport,Buenos Aires,Argentina,-34.8222,-58.5358,-3,,0,777
958,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,1555,FCO,Leonardo da Vinciâ€“Fiumicino Airport,Rome,Italy,41.8002778,12.2388889,1,,0,763
959,AA,24,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,2560,GIG,Rio GaleÃ£o â€“ Tom Jobim International Airport,Rio De Janeiro,Brazil,-22.80999947,-43.25055695,-3,,0,763
