Airline,Airline ID,Source Airport ID,Source Airport,Source Airport Name,Source Airport City,Source Airport Country,Source Airport Latitude,Source Airport Longitude,Source Airport Timezone,Destination airport ID,Destination Airport,Destination Airport Name,Destination Airport City,Destination airport Country,Destination Airport Latitude,Destination Airport Longitude,Destination Airport Timezone,Codeshare,Stops,Equipment
AA,24,3570,PIT,Pittsburgh International Airport,Pittsburgh,United States,40.49150085,-80.23290253,-5,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,Y,0,ER4
AA,24,3570,PIT,Pittsburgh International Airport,Pittsburgh,United States,40.49150085,-80.23290253,-5,3678,STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003,-6,Y,0,ER4
AA,24,3564,PNS,Pensacola Regional Airport,Pensacola,United States,30.47340012,-87.18659973,-6,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,CR9
AA,24,3564,PNS,Pensacola Regional Airport,Pensacola,United States,30.47340012,-87.18659973,-6,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ
AA,24,3564,PNS,Pensacola Regional Airport,Pensacola,United States,30.47340012,-87.18659973,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M83 M80
AA,24,3564,PNS,Pensacola Regional Airport,Pensacola,United States,30.47340012,-87.18659973,-6,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,Y,0,ER4
AA,24,3839,PSP,Palm Springs International Airport,Palm Springs,United States,33.82970047,-116.5070038,-8,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M83 M80
AA,24,3839,PSP,Palm Springs International Airport,Palm Springs,United States,33.82970047,-116.5070038,-8,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,M83
AA,24,3839,PSP,Palm Springs International Airport,Palm Springs,United States,33.82970047,-116.5070038,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,Y,0,CRJ CR9
AA,24,3839,PSP,Palm Springs International Airport,Palm Springs,United States,33.82970047,-116.5070038,-8,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,Y,0,737
AA,24,3641,PVD,Theodore Francis Green State Airport,Providence,United States,41.732601,-71.420403,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,320 321 319
AA,24,3641,PVD,Theodore Francis Green State Airport,Providence,United States,41.732601,-71.420403,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,E75 CRJ E70
AA,24,3641,PVD,Theodore Francis Green State Airport,Providence,United States,41.732601,-71.420403,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,E90 DH3
AA,24,4087,RAP,Rapid City Regional Airport,Rapid City,United States,44.04529953,-103.0569992,-7,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,CRJ ER4
AA,24,4103,RDM,Roberts Field,Redmond-Bend,United States,44.2541008,-121.1500015,-8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,Y,0,CRJ
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,321 320 737 319 E90
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ ERD
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M83 M80 738
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,Y,0,ERD CR7
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,738
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,Y,0,CR7 ERD
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,738
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,M80 738
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,E90 319
AA,24,3626,RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,-5,3570,PIT,Pittsburgh International Airport,Pittsburgh,United States,40.49150085,-80.23290253,-5,Y,0,ER4
AA,24,3608,RIC,Richmond International Airport,Richmond,United States,37.50519943,-77.31970215,-5,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,Y,0,CRJ
AA,24,3608,RIC,Richmond International Airport,Richmond,United States,37.50519943,-77.31970215,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,319
AA,24,3608,RIC,Richmond International Airport,Richmond,United States,37.50519943,-77.31970215,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M80 M83
AA,24,3608,RIC,Richmond International Airport,Richmond,United States,37.50519943,-77.31970215,-5,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,Y,0,ERD
AA,24,3608,RIC,Richmond International Airport,Richmond,United States,37.50519943,-77.31970215,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,Y,0,ER4
AA,24,3608,RIC,Richmond International Airport,Richmond,United States,37.50519943,-77.31970215,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,ERD
AA,24,3608,RIC,Richmond International Airport,Richmond,United States,37.50519943,-77.31970215,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
AA,24,3807,RNO,Reno Tahoe International Airport,Reno,United States,39.49909973,-119.7679977,-8,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M83 738
AA,24,3807,RNO,Reno Tahoe International Airport,Reno,United States,39.49909973,-119.7679977,-8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,Y,0,CRJ
AA,24,3807,RNO,Reno Tahoe International Airport,Reno,United States,39.49909973,-119.7679977,-8,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,738
AA,24,3807,RNO,Reno Tahoe International Airport,Reno,United States,39.49909973,-119.7679977,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,319 320
AA,24,4016,ROA,Roanokeâ€“Blacksburg Regional Airport,Roanoke VA,United States,37.3255,-79.975403,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,DH8 DH3
AA,24,4016,ROA,Roanokeâ€“Blacksburg Regional Airport,Roanoke VA,United States,37.3255,-79.975403,-5,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,Y,0,ERD
AA,24,4016,ROA,Roanokeâ€“Blacksburg Regional Airport,Roanoke VA,United States,37.3255,-79.975403,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
AA,24,3622,ROC,Greater Rochester International Airport,Rochester,United States,43.1189003,-77.67240143,-5,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,Y,0,CRJ
AA,24,3622,ROC,Greater Rochester International Airport,Rochester,United States,43.1189003,-77.67240143,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,319
AA,24,3622,ROC,Greater Rochester International Airport,Rochester,United States,43.1189003,-77.67240143,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ E70
AA,24,3622,ROC,Greater Rochester International Airport,Rochester,United States,43.1189003,-77.67240143,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,ERD ER4
AA,24,3622,ROC,Greater Rochester International Airport,Rochester,United States,43.1189003,-77.67240143,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
AA,24,3736,ROW,Roswell International Air Center Airport,Roswell,United States,33.30160141,-104.5309982,-7,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,ERD
AA,24,4048,RST,Rochester International Airport,Rochester,United States,43.90829849,-92.5,-6,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,ERD ER4
AA,24,3793,RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,321 320 319 737
AA,24,3793,RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,E75 E70
AA,24,3793,RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,738
AA,24,3793,RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,738 M80
AA,24,3793,RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,319 E90 320
AA,24,3784,SAF,Santa Fe Municipal Airport,Santa Fe,United States,35.61709976,-106.0889969,-7,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,ER4 ERD
AA,24,3784,SAF,Santa Fe Municipal Airport,Santa Fe,United States,35.61709976,-106.0889969,-7,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,Y,0,CRJ
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,Y,0,737
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,320 321
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,,0,319
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M83 M80 738 757
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,,0,738
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,Y,0,CRJ CR7
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,Y,0,737
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,738
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,738
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3720,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996,-8,Y,0,737
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,320
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,321 320
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,Y,0,737
AA,24,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,6992,STS,Charles M. Schulz Sonoma County Airport,Santa Rosa,United States,38.50899887,-122.8130035,-8,Y,0,DH4
AA,24,3621,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286,-6,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,319
AA,24,3621,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M80 M83
AA,24,3621,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286,-6,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,E75 CR7
AA,24,3621,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286,-6,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,E90
AA,24,3621,SAT,San Antonio International Airport,San Antonio,United States,29.53370094,-98.46980286,-6,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,Y,0,CR9
AA,24,3613,SAV,Savannah Hilton Head International Airport,Savannah,United States,32.12760162,-81.20210266,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,CRJ
AA,24,3613,SAV,Savannah Hilton Head International Airport,Savannah,United States,32.12760162,-81.20210266,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ
AA,24,3613,SAV,Savannah Hilton Head International Airport,Savannah,United States,32.12760162,-81.20210266,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,ER4
AA,24,3613,SAV,Savannah Hilton Head International Airport,Savannah,United States,32.12760162,-81.20210266,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,Y,0,E75 E70 CRJ
AA,24,3949,SBA,Santa Barbara Municipal Airport,Santa Barbara,United States,34.42620087,-119.8399963,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,Y,0,CR9 CRJ
AA,24,5768,SBP,San Luis County Regional Airport,San Luis Obispo,United States,35.23680115,-120.6419983,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,Y,0,CR9 CRJ
AA,24,3642,SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,38.34049988,-75.51029968,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,DH8
AA,24,3642,SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,38.34049988,-75.51029968,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
AA,24,4318,SCE,University Park Airport,State College Pennsylvania,United States,40.84930038,-77.84870148,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,DH3
AA,24,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,319
AA,24,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,3520,DCA,Ronald Reagan Washington National Airport,Washington,United States,38.8521,-77.037697,-5,Y,0,CRJ E75
AA,24,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M80 M83 319
AA,24,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,3697,LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,-5,Y,0,ERD
AA,24,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,Y,0,ER4
AA,24,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,ERD ER4 E75
AA,24,4014,SDF,Louisville International Standiford Field,Louisville,United States,38.1744,-85.736,-5,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,Y,0,CR9 CRJ
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3448,BOS,General Edward Lawrence Logan International Airport,Boston,United States,42.36429977,-71.00520325,-5,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3644,BUR,Bob Hope Airport,Burbank,United States,34.20069885,-118.3590012,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,320 321 319
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3751,DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,-7,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,738 757
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3494,EWR,Newark Liberty International Airport,Newark,United States,40.69250107,-74.16870117,-5,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,,0,738
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3808,KTN,Ketchikan International Airport,Ketchikan,United States,55.35559845,-131.7140045,-9,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3582,LGB,Long Beach /Daugherty Field/ Airport,Long Beach,United States,33.81769943,-118.1520004,-8,Y,0,CR7
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3458,MCI,Kansas City International Airport,Kansas City,United States,39.2976,-94.713898,-6,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3878,MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,-5,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,757
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3453,OAK,Metropolitan Oakland International Airport,Oakland,United States,37.721298,-122.221001,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3734,ONT,Ontario International Airport,Ontario,United States,34.05599976,-117.6009979,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,738
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,320 321
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,321 320
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3731,SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3817,SMF,Sacramento International Airport,Sacramento,United States,38.69540024,-121.5910034,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3867,SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,33.67570114,-117.8679962,-8,Y,0,737
AA,24,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,3678,STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003,-6,Y,0,737
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3876,CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,-5,,0,321
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,738 757 763
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3797,JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,-5,,0,763 32B
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,,0,738
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3576,MIA,Miami International Airport,Miami,United States,25.79319954,-80.29060364,-5,,0,757 763 738
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,738
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3720,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996,-8,Y,0,737 DH4
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3752,PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,-5,,0,320 321
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,321 320
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3839,PSP,Palm Springs International Airport,Palm Springs,United States,33.82970047,-116.5070038,-8,Y,0,737
AA,24,3469,SFO,San Francisco International Airport,San Francisco,United States,37.61899948,-122.375,-8,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,Y,0,737
AA,24,4348,SGF,Springfield Branson National Airport,Springfield,United States,37.24570084,-93.38860321,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,ER4 ERD
AA,24,4348,SGF,Springfield Branson National Airport,Springfield,United States,37.24570084,-93.38860321,-6,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,Y,0,ER4 ERD
AA,24,3609,SHV,Shreveport Regional Airport,Shreveport,United States,32.446602,-93.8256,-6,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,Y,0,CRJ ERD ER4
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3670,DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,-6,,0,M83
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3728,HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,-10,Y,0,737
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3514,KOA,Ellison Onizuka Kona International At Keahole Airport,Kona,United States,19.738783,-156.045603,-10,Y,0,737
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3484,LAX,Los Angeles International Airport,Los Angeles,United States,33.94250107,-118.4079971,-8,Y,0,CRJ CR7
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3602,LIH,Lihue Airport,Lihue,United States,21.97599983,-159.3390045,-10,Y,0,737
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3456,OGG,Kahului Airport,Kahului,United States,20.8986,-156.429993,-10,Y,0,737
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3830,ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,-6,,0,738
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3720,PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996,-8,Y,0,737 DH4
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3462,PHX,Phoenix Sky Harbor International Airport,Phoenix,United States,33.43429947,-112.012001,-7,,0,320 319
AA,24,3748,SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,-8,3577,SEA,Seattle Tacoma International Airport,Seattle,United States,47.449001,-122.308998,-8,Y,0,737
